EmployeeID,I would recommend my friends or Family to work at TheCompany,I feel engaged in my work.,I believe Leadership cares about the employees at TheCompany,My manager supports me in my role at TheCompany,"TheCompany cares about Diversity, Equity and Inclusion.",I believe there is room for me to grow at TheCompany,I work on interesting projects.,My manager motivates me to work hard.,I am motivated to work hard at TheCompany.,I believe I am recognized for the work I do.,I believe there are good career opportunities for me at TheCompany.,I believe TheCompany is in a great position in the market for the next few years to be succesful.,I plan on staying with TheCompany for at least 2 more years.,I believe I am fairly compensated for my work.,I believe there is little to not politics at TheCompany,I feel comfortable going to someone in leadership if there is an issue.,My values align with the culture at TheCompany,I know what TheCompany values are at TheCompany,I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty,survey_quarter,survey_year
102031,4,1,2,4,4,2,1,4,1,2,3,3,4,2,3,2,2,4,3,Q2,2023
102032,3,3,3,4,3,2,4,2,2,3,4,4,2,1,1,4,3,4,1,Q2,2023
102034,3,1,4,1,2,3,4,4,3,5,2,4,3,3,4,1,3,3,3,Q2,2023
102040,1,2,2,4,2,3,3,4,4,2,4,3,4,1,4,3,4,5,3,Q2,2023
102041,2,2,3,4,3,2,4,1,3,4,4,4,3,2,3,4,4,2,4,Q2,2023
102044,2,2,3,2,4,4,2,3,3,2,2,4,1,3,2,4,3,1,4,Q2,2023
102045,2,1,4,3,2,3,4,3,3,2,2,4,2,1,1,3,3,4,3,Q2,2023
102046,4,3,3,2,3,4,3,2,4,2,4,4,3,2,3,2,4,3,4,Q2,2023
102047,4,3,1,3,4,4,3,2,4,4,1,3,4,2,2,4,2,3,3,Q2,2023
102048,3,3,4,3,4,4,4,3,4,4,3,4,2,2,3,4,4,4,2,Q2,2023
102050,4,4,3,4,2,2,3,3,1,2,3,4,2,4,3,5,3,4,1,Q2,2023
102051,3,3,3,2,3,3,2,4,3,4,1,4,3,1,4,3,2,4,4,Q2,2023
102052,2,3,2,2,4,1,3,1,4,2,1,4,4,4,1,3,3,3,3,Q2,2023
102055,3,3,2,2,4,3,3,3,4,4,2,3,4,3,1,3,3,3,3,Q2,2023
102058,4,3,3,2,3,2,4,2,4,3,3,4,3,4,1,3,3,4,2,Q2,2023
102064,4,4,1,4,4,2,4,3,2,3,4,2,1,2,2,3,3,4,3,Q2,2023
102066,3,2,4,2,3,3,3,4,3,1,4,4,1,4,2,4,4,4,2,Q2,2023
102068,2,4,1,2,3,3,4,2,2,2,3,3,4,4,1,2,4,4,3,Q2,2023
102069,4,2,2,4,4,4,3,2,2,4,2,3,2,1,3,4,4,4,4,Q2,2023
102071,3,3,1,3,3,5,4,3,4,2,4,2,4,4,4,4,4,3,3,Q2,2023
102072,2,3,2,1,2,4,2,4,3,4,2,4,2,2,3,2,4,2,4,Q2,2023
102073,4,3,3,3,2,1,4,2,2,3,4,3,1,3,3,3,3,4,3,Q2,2023
102075,2,5,2,4,2,3,4,2,3,4,3,4,4,4,5,3,2,4,2,Q2,2023
102078,1,4,2,3,4,3,4,3,4,4,2,4,2,2,3,2,3,3,3,Q2,2023
102079,3,2,2,3,2,3,2,2,2,2,2,5,4,3,3,4,3,4,2,Q2,2023
102080,2,3,2,3,4,2,2,4,4,3,1,3,1,1,4,3,4,3,3,Q2,2023
102082,3,4,4,4,2,4,3,5,4,3,4,3,2,4,4,3,3,4,3,Q2,2023
102084,4,3,4,2,4,4,3,1,4,3,3,4,3,3,3,3,2,4,3,Q2,2023
102085,3,3,4,3,2,3,4,2,3,2,4,2,4,4,3,3,2,3,3,Q2,2023
102087,3,4,3,3,3,2,4,2,3,3,3,3,4,2,4,3,3,4,1,Q2,2023
102090,4,4,4,3,4,2,1,3,4,4,1,2,4,4,1,4,2,3,3,Q2,2023
102092,4,4,4,5,3,3,2,4,3,4,3,1,1,4,2,1,2,1,4,Q2,2023
102095,3,4,3,2,4,4,3,2,3,4,2,4,4,2,4,2,3,2,4,Q2,2023
102097,2,2,4,3,4,2,4,3,4,4,3,4,1,4,4,2,3,4,4,Q2,2023
102101,4,2,4,4,4,3,4,2,3,4,2,3,4,4,2,4,3,1,2,Q2,2023
102103,4,2,3,2,3,3,4,3,1,3,2,2,1,2,3,4,3,3,3,Q2,2023
102105,4,4,1,1,1,3,2,3,4,2,4,4,4,3,4,4,3,4,4,Q2,2023
102106,2,3,4,4,4,4,1,3,4,2,3,3,2,3,3,3,4,2,4,Q2,2023
102109,3,3,4,4,4,4,4,2,3,4,4,4,3,4,2,4,3,2,4,Q2,2023
102110,2,2,4,2,4,3,3,1,3,2,2,1,3,2,4,2,2,4,2,Q2,2023
102112,3,2,4,2,3,2,4,4,1,4,4,3,2,1,2,4,2,4,3,Q2,2023
102114,4,4,2,2,3,1,3,4,3,4,1,2,4,4,4,3,2,4,4,Q2,2023
102115,4,3,4,4,2,3,4,3,2,4,3,2,4,2,1,3,3,4,4,Q2,2023
102117,3,2,4,4,3,3,2,1,4,2,2,3,4,3,2,2,3,3,1,Q2,2023
102119,3,3,2,4,2,2,1,3,3,2,4,3,2,1,3,2,2,4,1,Q2,2023
102120,2,2,1,4,3,4,2,2,3,3,2,4,4,4,2,2,2,4,2,Q2,2023
102122,4,1,1,1,2,2,4,1,4,4,1,3,2,4,3,4,3,4,4,Q2,2023
102124,4,4,2,3,2,2,2,3,4,2,3,2,2,4,4,4,4,3,2,Q2,2023
102125,2,2,4,3,2,2,2,3,4,2,3,1,4,4,2,4,3,2,3,Q2,2023
102126,2,4,2,2,3,3,4,3,2,4,3,1,4,2,4,3,3,1,4,Q2,2023
102128,2,2,4,3,3,2,1,4,4,1,3,2,3,2,4,4,4,4,4,Q2,2023
102131,3,3,3,1,2,3,4,2,3,4,3,3,1,3,4,3,3,1,3,Q2,2023
102132,4,4,1,4,3,2,1,4,1,2,4,2,3,2,4,3,3,4,1,Q2,2023
102133,2,3,4,2,2,1,3,2,3,2,3,4,4,2,4,4,3,1,1,Q2,2023
102135,3,2,2,3,2,1,3,2,3,3,2,3,4,1,4,4,2,2,3,Q2,2023
102136,1,2,2,3,2,1,2,3,4,2,2,3,3,4,4,3,4,3,3,Q2,2023
102137,4,3,4,3,2,2,2,4,2,4,4,1,1,4,4,4,4,3,3,Q2,2023
102138,4,2,4,3,4,2,4,3,5,1,4,4,3,2,4,2,2,3,1,Q2,2023
102141,1,3,2,4,3,2,3,1,4,1,3,4,3,1,2,2,2,4,1,Q2,2023
102145,3,4,4,4,4,3,3,3,4,3,4,3,3,2,2,3,3,3,2,Q2,2023
102146,4,4,3,4,3,2,3,4,3,4,2,3,4,3,2,4,4,3,2,Q2,2023
102148,4,2,4,2,3,4,5,2,2,2,4,2,3,1,2,1,3,4,2,Q2,2023
102151,2,3,2,3,4,3,4,3,2,4,4,4,4,1,4,4,3,2,4,Q2,2023
102153,3,3,3,4,2,2,4,1,4,3,2,4,3,4,2,2,1,2,2,Q2,2023
102154,2,3,4,4,4,3,4,3,4,1,3,3,3,1,3,1,4,4,3,Q2,2023
102155,3,4,3,4,4,3,4,2,4,3,3,4,3,4,3,3,2,4,4,Q2,2023
102157,4,2,2,2,3,1,2,3,4,4,3,2,1,2,3,2,1,4,2,Q2,2023
102159,3,3,3,3,1,4,4,3,2,4,1,3,2,2,3,3,3,2,1,Q2,2023
102161,4,3,2,4,2,3,2,2,3,4,4,4,4,4,4,4,4,2,4,Q2,2023
102162,4,2,4,2,2,4,4,4,4,2,3,3,3,2,5,4,2,1,4,Q2,2023
102163,2,3,5,3,4,4,4,3,2,4,3,3,1,4,3,4,3,4,4,Q2,2023
102164,4,2,4,4,4,3,3,3,3,3,4,3,3,4,1,2,3,4,4,Q2,2023
102165,2,3,4,3,3,4,2,2,2,2,4,4,4,2,2,3,2,1,1,Q2,2023
102169,1,4,3,2,3,4,4,2,2,4,3,2,3,1,2,2,4,4,3,Q2,2023
102170,2,2,3,1,4,2,3,4,2,4,1,4,3,4,4,3,2,2,4,Q2,2023
102173,2,4,4,2,3,4,4,4,4,3,3,2,3,3,2,4,2,3,4,Q2,2023
102176,4,2,4,4,4,2,4,2,3,3,4,4,4,1,4,2,2,3,4,Q2,2023
102177,4,1,4,1,2,4,2,2,2,4,4,3,3,4,2,4,4,2,1,Q2,2023
102179,4,4,4,2,3,3,4,3,3,4,3,2,1,4,4,4,3,4,4,Q2,2023
102181,1,4,4,4,1,4,3,2,3,3,3,3,1,2,4,4,2,2,2,Q2,2023
102183,2,4,4,4,1,4,2,4,2,2,2,3,4,4,4,4,3,1,3,Q2,2023
102185,1,3,4,4,1,4,4,4,4,4,4,4,2,2,1,2,4,1,3,Q2,2023
102186,1,4,2,3,2,1,3,4,1,3,4,3,2,3,3,1,3,2,1,Q2,2023
102187,3,3,4,3,4,3,2,2,1,3,3,2,3,2,2,4,2,4,1,Q2,2023
102189,2,3,4,4,3,1,4,3,4,2,1,2,1,3,4,4,2,1,4,Q2,2023
102191,3,3,3,1,4,3,4,4,1,1,2,1,4,2,3,3,4,2,3,Q2,2023
102192,2,2,3,2,4,2,3,4,2,2,3,4,3,3,3,2,2,3,2,Q2,2023
102193,3,2,2,2,2,4,3,4,4,3,3,2,1,2,3,4,3,3,4,Q2,2023
102199,4,1,3,4,3,4,4,2,2,2,2,4,4,3,4,2,3,4,4,Q2,2023
102201,1,4,3,4,2,4,2,2,2,2,3,1,2,3,1,3,3,4,2,Q2,2023
102204,3,4,4,4,3,3,2,3,2,3,4,2,1,3,2,3,1,4,1,Q2,2023
102205,3,2,2,4,3,2,4,4,3,3,4,4,4,2,4,4,3,4,4,Q2,2023
102206,3,2,4,4,1,3,3,3,3,4,4,2,3,2,3,4,2,4,3,Q2,2023
102207,2,4,4,4,4,2,1,4,4,4,4,3,4,2,2,1,3,4,4,Q2,2023
102208,3,3,1,4,1,2,3,3,4,1,4,4,3,3,2,4,4,4,3,Q2,2023
102211,2,2,2,2,4,4,2,4,3,4,4,4,4,2,2,4,1,2,4,Q2,2023
102216,3,4,3,5,4,4,2,4,4,3,3,3,3,4,3,4,1,4,2,Q2,2023
102217,4,1,2,2,3,3,3,4,1,5,3,4,2,4,2,2,5,1,2,Q2,2023
102221,4,4,2,4,4,4,3,3,3,4,4,4,2,2,2,4,4,2,3,Q2,2023
102222,4,3,3,4,3,4,3,4,2,2,3,4,3,3,1,3,3,2,1,Q2,2023
102225,3,4,4,4,2,2,4,2,4,3,3,3,3,4,2,2,4,4,2,Q2,2023
102226,4,1,4,4,4,1,4,4,4,4,4,1,2,1,1,4,4,3,4,Q2,2023
102227,3,2,1,4,1,2,2,3,3,4,4,2,4,4,1,3,4,3,4,Q2,2023
102229,4,3,4,2,3,3,3,2,4,3,1,4,2,3,3,3,3,3,2,Q2,2023
102230,4,2,4,4,4,3,4,3,4,4,2,2,1,3,4,4,3,3,4,Q2,2023
102234,3,2,3,1,1,4,1,4,4,2,1,1,1,3,2,4,4,1,1,Q2,2023
102235,4,3,4,3,4,2,2,3,4,3,4,4,3,4,1,4,3,1,2,Q2,2023
102237,2,3,4,2,4,4,4,3,4,2,2,4,4,4,2,3,3,2,4,Q2,2023
102239,1,4,2,2,4,4,3,2,2,3,3,2,3,3,1,4,5,4,4,Q2,2023
102241,2,2,2,3,3,4,2,3,3,2,1,4,3,4,3,3,3,3,2,Q2,2023
102243,2,2,2,2,4,3,4,3,3,4,3,3,3,3,4,2,4,4,3,Q2,2023
102245,3,2,4,4,3,3,4,3,2,3,3,4,2,3,4,3,4,2,1,Q2,2023
102246,1,4,3,4,3,4,3,4,4,4,1,3,2,2,1,2,4,1,3,Q2,2023
102247,3,2,4,1,3,4,3,2,2,4,4,3,4,2,3,4,4,3,2,Q2,2023
102248,4,3,3,4,3,2,2,2,4,4,4,4,1,4,3,4,4,2,4,Q2,2023
102249,3,4,2,3,4,4,2,4,4,5,3,3,3,3,4,2,4,2,2,Q2,2023
102252,4,3,5,4,3,3,4,2,3,2,4,4,3,3,4,3,3,2,2,Q2,2023
102253,2,2,1,2,2,3,2,2,3,3,4,4,1,4,2,3,4,4,1,Q2,2023
102254,1,3,2,4,3,3,3,2,3,1,2,2,2,3,2,4,3,4,2,Q2,2023
102255,3,4,3,4,2,3,3,4,4,4,4,3,2,2,3,1,2,4,2,Q2,2023
102256,1,3,2,3,2,3,2,2,2,4,2,3,4,3,4,3,4,3,4,Q2,2023
102257,1,3,2,3,4,1,4,2,2,1,4,3,3,5,1,2,3,2,3,Q2,2023
102259,2,3,4,4,4,3,3,4,3,4,2,4,2,3,4,3,3,3,1,Q2,2023
102260,4,3,3,4,2,4,4,1,4,4,3,3,2,3,4,3,4,2,3,Q2,2023
102262,2,2,4,4,4,2,4,4,2,3,5,4,4,4,3,4,3,2,4,Q2,2023
102263,3,2,4,4,3,2,3,4,2,4,3,4,4,3,1,2,4,4,3,Q2,2023
102266,2,3,2,4,3,2,3,3,4,4,5,4,1,4,3,2,2,3,4,Q2,2023
102269,5,2,4,1,4,2,3,2,4,3,4,2,4,4,4,3,4,3,4,Q2,2023
102273,2,2,2,3,2,3,3,4,4,4,3,4,3,3,3,2,1,4,2,Q2,2023
102276,2,4,3,3,1,3,4,4,4,2,4,4,4,2,1,2,3,3,3,Q2,2023
102277,2,4,4,2,2,3,2,4,2,3,3,3,2,3,2,3,1,3,3,Q2,2023
102278,4,4,1,2,4,3,2,2,3,4,1,3,1,4,4,4,1,4,3,Q2,2023
102279,4,4,2,4,2,4,3,4,2,4,5,3,2,3,3,3,3,1,2,Q2,2023
102284,1,4,3,4,1,2,3,2,2,2,4,2,4,4,2,4,3,3,3,Q2,2023
102287,4,3,1,2,4,3,3,4,3,3,3,2,3,2,4,3,2,4,3,Q2,2023
102290,3,4,4,4,3,3,4,4,4,3,4,3,2,4,1,3,4,2,3,Q2,2023
102291,4,3,2,4,2,1,4,2,4,4,1,3,4,4,3,2,3,4,3,Q2,2023
102293,1,1,3,3,3,3,2,3,1,1,4,5,1,3,4,3,4,4,3,Q2,2023
102295,3,2,4,2,3,2,3,2,4,4,2,3,3,3,4,4,2,4,3,Q2,2023
102297,2,3,1,2,1,2,2,2,3,4,3,1,1,3,2,3,3,2,2,Q2,2023
102299,2,2,3,4,3,3,4,2,2,2,3,4,4,3,2,2,2,4,3,Q2,2023
102302,1,1,2,2,3,4,2,4,1,3,3,4,4,2,3,2,5,4,3,Q2,2023
102303,4,4,4,4,4,4,4,4,1,3,4,4,2,3,3,2,4,2,2,Q2,2023
102308,4,2,1,2,2,3,3,1,4,3,1,3,3,4,3,4,3,3,1,Q2,2023
102311,3,4,2,2,3,2,2,3,3,2,2,3,1,2,1,3,4,2,4,Q2,2023
102312,4,4,4,4,2,3,4,1,4,2,2,2,4,4,3,4,3,1,3,Q2,2023
102314,1,1,2,3,3,3,2,3,5,3,2,3,4,1,3,2,1,1,3,Q2,2023
102315,3,2,2,2,3,3,4,4,1,2,4,4,2,4,3,3,3,4,3,Q2,2023
102318,2,4,2,4,3,4,4,3,3,2,1,3,3,3,2,3,2,2,2,Q2,2023
102321,3,4,4,4,3,4,4,3,3,2,1,3,4,3,4,4,2,2,4,Q2,2023
102322,3,3,3,3,3,3,4,2,4,4,3,4,1,4,2,4,1,2,4,Q2,2023
102323,4,3,3,3,5,4,3,3,4,3,4,4,4,2,4,3,3,3,4,Q2,2023
102324,3,3,3,4,2,4,4,3,4,4,3,3,3,4,3,3,4,2,2,Q2,2023
102327,2,4,2,4,2,4,1,2,4,3,3,2,3,4,4,4,2,4,3,Q2,2023
102332,4,4,2,3,1,4,1,2,1,4,4,1,2,4,3,5,3,4,4,Q2,2023
102334,3,1,4,4,2,4,3,4,2,4,2,3,4,2,4,3,3,4,4,Q2,2023
102335,4,1,2,3,2,3,2,1,4,2,3,2,3,4,1,1,1,3,4,Q2,2023
102336,4,2,3,4,4,2,2,2,4,2,3,4,4,4,4,4,3,1,1,Q2,2023
102337,2,2,4,2,3,3,1,4,4,3,3,3,4,3,4,3,3,2,2,Q2,2023
102341,3,4,3,2,3,3,4,4,3,1,2,3,1,4,3,3,2,4,3,Q2,2023
102342,4,3,2,2,3,4,1,4,1,3,1,4,4,2,3,3,1,1,4,Q2,2023
102343,3,2,3,2,3,2,3,4,1,3,2,4,4,3,3,3,4,4,4,Q2,2023
102344,2,1,3,1,2,2,2,4,2,2,4,4,2,4,2,3,1,4,1,Q2,2023
102347,4,4,3,4,3,4,4,2,3,3,3,2,2,4,4,3,2,3,4,Q2,2023
102349,2,2,2,4,2,4,2,4,4,4,4,4,3,2,4,1,4,1,3,Q2,2023
102356,4,3,3,1,2,3,3,3,1,3,3,4,4,3,3,3,4,3,2,Q2,2023
102359,4,2,1,2,1,4,1,3,3,2,4,2,3,3,1,2,3,4,4,Q2,2023
102360,2,3,4,3,3,4,3,4,4,2,2,3,2,2,4,3,3,4,2,Q2,2023
102361,3,4,2,2,3,2,4,3,3,4,4,4,4,3,4,2,3,2,2,Q2,2023
102370,2,4,1,4,2,3,2,4,4,2,3,2,1,4,4,4,2,2,4,Q2,2023
102371,3,4,4,4,1,2,2,4,4,2,2,3,3,1,3,2,3,1,2,Q2,2023
102372,2,2,4,3,1,3,4,4,3,4,4,4,2,2,1,2,3,3,3,Q2,2023
102373,3,2,1,2,2,1,2,3,4,3,3,4,4,2,3,4,4,4,3,Q2,2023
102374,4,4,2,3,2,4,3,3,2,3,4,2,4,4,1,4,4,3,1,Q2,2023
102378,3,3,3,3,3,2,3,3,2,2,3,2,3,3,4,4,2,4,4,Q2,2023
102380,3,3,2,2,1,4,2,4,2,2,3,4,3,3,3,4,1,2,3,Q2,2023
102382,4,2,2,3,2,4,3,2,3,4,4,1,3,4,3,4,4,4,1,Q2,2023
102383,1,2,4,1,2,4,2,4,2,4,4,3,3,2,3,3,3,2,4,Q2,2023
102385,4,4,1,4,4,3,2,4,2,1,4,4,4,2,4,2,2,3,4,Q2,2023
102386,3,4,4,2,2,2,2,3,4,4,4,4,4,3,2,4,3,3,4,Q2,2023
102388,3,3,4,4,3,4,4,4,4,3,4,2,2,1,4,4,3,4,5,Q2,2023
102392,3,2,4,4,3,4,2,2,4,2,4,4,4,2,4,3,2,1,1,Q2,2023
102397,3,1,4,2,2,3,4,3,4,2,4,1,1,4,4,2,3,2,2,Q2,2023
102398,2,4,4,4,3,3,4,4,2,1,2,2,1,4,2,3,1,2,4,Q2,2023
102399,4,3,4,1,1,4,3,3,2,4,4,4,3,2,3,3,4,4,1,Q2,2023
102401,4,4,4,2,3,1,3,1,4,2,4,2,3,4,4,1,1,4,4,Q2,2023
102402,3,4,4,4,3,2,4,1,1,3,2,5,4,4,3,4,4,3,3,Q2,2023
102403,3,4,4,3,3,2,4,4,4,4,2,4,1,2,4,4,3,2,4,Q2,2023
102406,3,3,2,2,2,4,4,2,2,2,2,3,2,4,3,3,4,4,3,Q2,2023
102415,3,1,3,2,3,1,1,3,3,2,4,3,4,2,2,2,2,4,1,Q2,2023
102418,2,4,2,2,4,2,3,3,4,3,2,4,3,3,4,2,3,2,3,Q2,2023
102420,3,3,2,2,2,4,4,4,3,1,4,4,3,3,1,3,4,4,4,Q2,2023
102423,3,4,3,4,3,2,4,3,3,2,4,3,3,3,4,3,1,2,4,Q2,2023
102427,3,2,3,3,3,3,3,2,3,4,4,4,3,4,4,3,2,2,4,Q2,2023
102428,2,4,4,3,3,2,4,3,2,4,3,4,3,4,4,4,2,3,3,Q2,2023
102430,3,2,1,3,2,3,1,2,1,2,3,4,1,4,3,2,4,4,1,Q2,2023
102431,4,3,2,4,4,4,4,2,4,2,4,2,3,2,2,2,4,4,1,Q2,2023
102432,3,1,4,1,2,3,3,4,2,3,3,2,2,3,4,2,2,4,3,Q2,2023
102433,3,4,4,3,2,3,4,3,2,3,4,3,5,4,2,4,2,1,3,Q2,2023
102434,1,3,4,1,1,3,1,3,3,2,2,3,2,4,4,4,4,2,4,Q2,2023
102436,2,3,2,3,4,2,2,4,4,2,4,3,2,3,2,3,3,4,2,Q2,2023
102437,3,4,1,2,1,4,3,3,3,2,3,2,4,2,1,4,4,3,4,Q2,2023
102441,1,4,4,3,3,4,4,2,3,3,2,3,3,3,4,3,3,4,1,Q2,2023
102445,4,4,3,4,2,3,2,3,2,3,4,2,4,4,3,2,1,4,2,Q2,2023
102446,3,2,4,4,2,4,4,4,4,2,2,1,3,2,3,4,3,1,3,Q2,2023
102449,2,4,4,3,1,3,4,4,2,3,4,3,4,2,2,3,3,2,2,Q2,2023
102450,1,1,2,2,4,1,2,3,4,1,2,2,3,2,3,1,1,3,4,Q2,2023
102452,2,1,1,2,3,1,4,3,4,2,2,3,4,3,4,3,4,3,4,Q2,2023
102456,1,2,4,3,4,4,4,3,3,2,1,3,3,1,3,3,3,2,3,Q2,2023
102459,4,3,4,3,3,2,4,4,4,2,1,3,2,2,2,4,4,1,1,Q2,2023
102461,3,3,4,3,1,2,2,2,1,4,4,4,2,4,2,4,2,4,3,Q2,2023
102466,2,4,4,2,3,3,3,4,2,4,4,4,3,2,3,4,4,4,4,Q2,2023
102467,1,2,2,4,4,2,1,2,2,3,2,4,4,4,4,2,1,4,3,Q2,2023
102469,3,2,4,3,3,1,3,2,2,4,2,4,4,4,2,2,2,3,4,Q2,2023
102470,4,4,3,3,3,1,3,3,2,4,3,3,4,4,2,2,3,4,4,Q2,2023
102477,4,3,3,3,1,2,1,2,4,4,3,2,3,3,4,4,3,3,3,Q2,2023
102479,4,4,4,4,4,2,1,4,3,2,1,4,4,4,3,4,2,4,3,Q2,2023
102480,3,3,2,2,4,2,3,4,3,4,4,4,2,4,4,4,4,3,3,Q2,2023
102483,2,3,4,1,3,3,3,1,1,4,3,3,2,4,4,1,3,3,4,Q2,2023
102484,3,3,4,1,2,3,3,4,4,4,2,2,2,3,4,3,4,4,5,Q2,2023
102487,2,3,3,1,3,3,3,4,4,3,3,3,4,1,2,2,4,4,3,Q2,2023
102490,3,4,2,4,4,2,3,1,1,3,4,3,3,3,3,1,4,2,3,Q2,2023
102494,3,2,5,2,4,3,3,1,3,2,2,2,4,4,4,4,2,2,3,Q2,2023
102495,4,4,3,3,2,4,4,2,2,3,4,2,4,4,3,4,2,3,4,Q2,2023
102496,4,3,3,2,3,4,2,4,4,2,1,3,3,4,4,3,3,3,4,Q2,2023
102499,3,4,4,3,4,2,2,3,3,4,4,4,4,3,1,4,1,4,2,Q2,2023
102501,1,4,3,2,4,4,4,2,4,1,4,3,3,3,3,5,3,1,3,Q2,2023
102502,1,3,2,2,4,3,3,4,2,3,2,3,2,4,3,3,3,3,3,Q2,2023
102503,2,2,3,3,1,3,4,3,3,3,3,4,4,1,3,2,4,2,3,Q2,2023
102505,4,4,2,2,2,1,4,1,3,3,4,4,3,4,1,4,4,4,4,Q2,2023
102506,2,3,1,1,2,2,2,4,4,4,3,4,4,5,2,4,4,4,4,Q2,2023
102509,3,2,3,2,3,4,4,4,4,4,3,2,3,4,4,4,1,3,3,Q2,2023
102514,4,3,2,2,2,2,4,4,3,1,4,1,4,2,3,3,2,1,1,Q2,2023
102515,3,1,4,4,4,2,3,2,3,4,3,2,4,3,4,2,1,2,4,Q2,2023
102516,1,2,2,3,3,3,1,2,4,1,4,3,4,2,3,3,4,2,4,Q2,2023
102517,3,3,3,4,4,2,3,3,3,2,4,2,3,3,3,3,2,2,4,Q2,2023
102519,3,4,3,2,3,3,4,1,2,2,2,3,3,3,4,4,3,2,1,Q2,2023
102521,3,2,3,3,2,4,4,4,1,3,3,4,2,2,3,4,4,4,1,Q2,2023
102523,2,3,2,1,2,4,5,2,3,4,1,3,3,2,3,4,4,1,3,Q2,2023
102524,3,1,4,2,3,2,4,4,4,4,3,2,4,2,1,2,1,3,4,Q2,2023
102525,4,2,4,3,4,2,3,4,2,4,4,1,3,2,4,3,2,2,3,Q2,2023
102526,2,1,3,4,3,2,4,4,3,1,1,3,2,2,2,1,3,3,3,Q2,2023
102529,2,3,2,3,2,2,4,4,4,3,5,3,3,4,4,4,3,1,2,Q2,2023
102530,3,3,4,4,2,4,3,2,2,3,2,2,4,1,4,3,3,3,2,Q2,2023
102531,2,3,4,3,4,3,4,2,3,1,4,4,4,2,1,2,4,4,4,Q2,2023
102536,4,1,4,3,4,4,1,3,3,4,4,4,4,3,4,2,3,3,2,Q2,2023
102537,2,3,4,2,4,2,1,4,3,4,2,3,2,4,2,4,2,3,2,Q2,2023
102539,3,1,2,4,2,2,3,3,3,1,3,2,3,3,2,3,4,2,4,Q2,2023
102540,2,4,4,3,4,3,4,2,3,4,3,3,2,3,4,3,3,2,4,Q2,2023
102541,3,3,3,3,3,2,1,3,2,2,4,3,4,1,2,3,4,3,2,Q2,2023
102542,3,3,4,3,3,3,1,1,1,2,4,2,4,4,3,2,2,2,3,Q2,2023
102545,2,1,3,2,4,4,4,4,1,2,2,4,4,3,1,2,2,3,3,Q2,2023
102547,3,1,4,2,3,2,2,4,3,2,2,4,4,4,3,2,1,4,3,Q2,2023
102549,4,3,4,3,4,3,4,3,4,2,4,2,4,4,2,4,1,4,1,Q2,2023
102554,3,3,4,2,4,5,4,1,3,4,4,4,3,1,2,3,3,2,3,Q2,2023
102555,3,4,5,4,4,3,3,4,4,4,4,2,4,4,4,4,3,1,4,Q2,2023
102556,1,3,4,3,2,2,2,2,3,1,2,3,2,2,2,4,4,4,4,Q2,2023
102558,1,2,1,4,2,2,4,4,2,4,2,4,4,3,4,4,4,3,1,Q2,2023
102560,4,3,4,1,2,3,4,3,5,2,3,3,3,2,4,2,4,4,4,Q2,2023
102561,3,4,3,2,2,3,2,1,2,4,3,3,3,3,2,4,3,4,1,Q2,2023
102562,4,4,4,4,3,2,2,1,2,4,4,2,4,2,4,2,3,3,4,Q2,2023
102564,4,2,3,4,1,4,4,4,2,4,3,2,4,2,3,4,3,4,4,Q2,2023
102567,3,4,3,3,3,3,4,4,4,3,1,4,3,4,4,2,2,2,2,Q2,2023
102569,4,3,3,3,1,2,2,4,4,3,3,3,4,3,3,2,2,4,3,Q2,2023
102571,4,4,3,4,4,2,4,3,3,3,4,4,2,3,2,3,4,2,4,Q2,2023
102572,1,2,3,4,2,4,3,2,4,3,2,3,4,4,3,4,4,1,4,Q2,2023
102575,4,2,4,2,4,5,4,2,4,3,1,2,4,4,3,2,3,2,4,Q2,2023
102578,4,3,3,3,4,3,3,4,3,4,2,3,4,3,4,4,3,4,2,Q2,2023
102579,4,2,2,4,4,1,4,3,4,4,3,2,4,3,4,4,4,4,2,Q2,2023
102582,3,2,4,4,2,4,3,3,3,1,1,2,4,3,1,4,3,3,4,Q2,2023
102586,3,2,4,2,4,3,3,3,2,4,4,4,2,1,4,4,4,2,2,Q2,2023
102587,4,1,4,3,2,4,4,3,3,3,3,4,4,3,4,3,2,3,3,Q2,2023
102588,3,2,4,2,2,3,2,3,2,4,4,3,1,4,3,4,3,2,4,Q2,2023
102590,2,4,3,2,1,3,2,3,4,3,2,3,2,3,4,2,4,2,1,Q2,2023
102593,4,2,2,2,2,3,4,3,3,3,4,3,1,3,1,3,4,4,4,Q2,2023
102594,4,4,3,4,1,3,4,4,3,3,2,4,2,3,4,3,3,3,4,Q2,2023
102597,3,4,3,4,4,4,3,1,4,2,4,2,2,3,3,5,3,4,3,Q2,2023
102599,4,2,2,3,2,2,2,4,3,4,2,3,1,2,4,2,4,1,3,Q2,2023
102602,3,3,4,4,2,3,4,2,4,4,4,4,3,1,3,2,1,1,1,Q2,2023
102607,2,1,2,1,4,3,4,4,2,4,4,2,1,1,3,2,2,3,1,Q2,2023
102608,2,4,4,3,4,1,4,4,2,4,2,1,3,2,3,4,1,4,4,Q2,2023
102612,3,4,2,3,1,4,3,4,4,4,3,4,4,3,3,4,4,2,2,Q2,2023
102613,4,3,3,1,4,4,4,3,4,3,3,2,4,2,2,4,4,2,3,Q2,2023
